,filename,predictedCategory,actualCategory
2329,Promotional Activity[citation needed] Form RCT Boundless Network Inc indicates federal registration Redacted pdf txt,tax,tax
2330,Form Boundless Network Inc and Affiliates indicates federal registration Red pdf txt,tax,tax
2331,Federal and State Payroll Tax Filings quarters the accounting year pdf txt,tax,tax
2332,BOUNDLESS NETWORK INC pdf txt,tax,tax
2333,Sales Price Form Boundless Network Inc indicates federal registration Redacted pdf txt,tax,tax
2334,Apportionment xlsx txt,regulatory,tax
2335,Financial leverage Form Boundless Network Inc indicates federal registration Redacted pdf txt,tax,tax
2336,Sales Price Form Boundless Network Inc indicates federal registration Redacted pdf txt,tax,tax
2337,Form Boundless Networks Inc Incorporated and Affiliates indicates federal registration Red pdf txt,tax,tax
2338,Federal and State Payroll Tax Filings quarters the accounting year pdf txt,tax,tax
2339,Federal and State Payroll Tax Filings quarters the accounting year pdf txt,tax,tax
2340,Form Boundless Network Inc And Affiliates indicates federal registration Red pdf txt,tax,tax
2341,Federal and State Payroll Tax Filings quarters the accounting year pdf txt,tax,tax
2342,Apportionment xlsx txt,regulatory,tax
2343,Form Detail pdf txt,environmental,tax
2344,Apportionment xlsx txt,regulatory,tax
2345,Form Boundless Network Inc and Affiliates FINAL Redacted pdf txt,tax,tax
2346,Customer Exemption Master Sheet xlsx txt,tax,tax
2347,schedule sales tax returns for fiscal years xlsx txt,sales and marketing,tax
2348,Form Boundless Network Inc indicates federal registration Redacted pdf txt,tax,tax
2349,Schedule Independent Contractors Comp State Worked In xlsx txt,sales and marketing,tax
2350,Form Boundless Network Inc indicates federal registration Redacted pdf txt,tax,tax
2351,Federal and State Payroll Tax Filings quarters the accounting year pdf txt,tax,tax
2352,Form Boundless Network Inc indicates federal registration Redacted pdf txt,tax,tax
2353,Form Boundless Networks Inc Incorporated and Affiliates indicates federal registration pdf txt,tax,tax
2354,Form FAE Boundless Network Inc indicates federal registration Redacted pdf txt,tax,tax
2355,Form Boundless Network pdf txt,tax,tax
2356,FORM BOUNDLESS NETWORK INC pdf txt,tax,tax
2357,Girl Scouts pdf txt,tax,tax
2358,Form Boundless Network Inc Incorporated and Affiliates indicates federal registration Red pdf txt,tax,tax
2359,Form Boundless Network Inc and Affiliates indicates federal registration Redacted pdf txt,tax,tax
2360,Form FAE Boundless Network Inc indicates federal registration Redacted pdf txt,tax,tax
2361,Federal and State Payroll Tax Filings quarters the accounting year pdf txt,tax,tax
2362,Form Boundless Network Inc indicates federal registration pdf txt,tax,tax
2363,Form Boundless Nework Inc and Affiliates indicates federal registration Redacted pdf txt,tax,tax
2364,Form Boundless Network Inc indicates federal registration Redacted pdf txt,tax,tax
2365,Form Boundless Network Inc And Affiliates indicates federal registration Redacted pdf txt,tax,tax
2366,Federal and State Payroll Tax Filings quarters the accounting year pdf txt,tax,tax
2367,Employment Eligibility Verification Form Penn pdf txt,human resources,human resources
2368,Wenz pdf txt,human resources,human resources
2369,Employment Eligibility Verification Form Napier pdf txt,human resources,human resources
2370,Vucetic pdf txt,regulatory,human resources
2371,Employment Eligibility Verification Form Danowski pdf txt,human resources,human resources
2372,Llado Child Support Part pdf txt,human resources,human resources
2373,Employment Eligibility Verification Form Mc Vean pdf txt,human resources,human resources
2374,Mc Vean pdf txt,human resources,human resources
2375,Employment Eligibility Verification Form Hooker pdf txt,human resources,human resources
2376,Employment Eligibility Verification Form Klembara pdf txt,human resources,human resources
2377,Employment Eligibility Verification Form Hart pdf txt,human resources,human resources
2378,Employment Eligibility Verification Form Rodriguez pdf txt,human resources,human resources
2379,Danowski pdf txt,human resources,human resources
2380,Payroll Details Report pdf txt,human resources,human resources
2381,Danowski Child Support Part pdf txt,human resources,human resources
2382,Employment Eligibility Verification Form Cruz pdf txt,human resources,human resources
2383,Cruz pdf txt,human resources,human resources
2384,Employment Eligibility Verification Form Llado pdf txt,human resources,human resources
2385,Janey pdf txt,corporate,human resources
2386,Employment Eligibility Verification Form Fasnacht pdf txt,human resources,human resources
2387,Employment Eligibility Verification Form Ladanyi pdf txt,human resources,human resources
2388,Klembara pdf txt,human resources,human resources
2389,Employee Details pdf txt,human resources,human resources
2390,Employment Eligibility Verification Form Archer pdf txt,human resources,human resources
2391,Employment Eligibility Verification Form Vucetic pdf txt,human resources,human resources
2392,Employment Eligibility Verification Form Heckert pdf txt,human resources,human resources
2393,Archer pdf txt,human resources,human resources
2394,Employment Eligibility Verification Form Hall pdf txt,human resources,human resources
2395,Copy Norton Payroll Information xlsx txt,human resources,human resources
2396,Napier pdf txt,human resources,human resources
2397,Rozar Child Support pdf txt,human resources,human resources
2398,Ladanyi pdf txt,human resources,human resources
2399,Employment Eligibility Verification Form Soloman pdf txt,human resources,human resources
2400,Rhea pdf txt,corporate,human resources
2401,Employment Eligibility Verification Form Dalton pdf txt,human resources,human resources
2402,Employment Eligibility Verification Form Amidon pdf txt,human resources,human resources
2403,Hooker pdf txt,human resources,human resources
2404,Brickman pdf txt,human resources,human resources
2405,Employment Eligibility Verification Form Brickman pdf txt,human resources,human resources
2406,Employment Eligibility Verification Form Zirzow pdf txt,human resources,human resources
2407,Employment Eligibility Verification Form Rhea pdf txt,human resources,human resources
2408,Staff explanation pdf txt,human resources,human resources
2409,Employment Eligibility Verification Form Sawyer pdf txt,human resources,human resources
2410,Dehart pdf txt,human resources,human resources
2411,NORTON INDUSTRIES handbook Ver March pdf txt,human resources,human resources
2412,Rozar Child Support pdf txt,human resources,human resources
2413,Penn pdf txt,human resources,human resources
2414,Llado Child Support Part pdf txt,human resources,human resources
2415,Llado pdf txt,human resources,human resources
2416,Employee Payroll Data Sheet xlsx txt,human resources,human resources
2417,Employment Eligibility Verification Form Eungard pdf txt,human resources,human resources
2418,Employment Eligibility Verification Form Fetterman pdf txt,human resources,human resources
2419,Amidon pdf txt,environmental,human resources
2420,Dalton pdf txt,human resources,human resources
2421,Employment Eligibility Verification Form Flores pdf txt,human resources,human resources
2422,Employment Eligibility Verification Form Rozar pdf txt,human resources,human resources
2423,Flores pdf txt,human resources,human resources
2424,Employment Eligibility Verification Form Roberson pdf txt,human resources,human resources
2425,New Hire Annual Checklist pdf txt,human resources,human resources
2426,Employment Eligibility Verification Form Wenz pdf txt,human resources,human resources
2427,Employment Eligibility Verification Form Scott pdf txt,human resources,human resources
2428,Rozar Child Support pdf txt,human resources,human resources
2429,Roberson pdf txt,regulatory,human resources
2430,Daowski Child Support Part pdf txt,human resources,human resources
2431,Employment Eligibility Verification Form Janey pdf txt,human resources,human resources
2432,hour summarys pdf txt,human resources,human resources
2433,Simpson pdf txt,environmental,human resources
2434,Hall pdf txt,corporate,human resources
2435,Scott pdf txt,human resources,human resources
2436,Rozar pdf txt,environmental,human resources
2437,Sawyer pdf txt,human resources,human resources
2438,management flow chart pdf txt,regulatory,human resources
2439,Payroll Summary Report pdf txt,human resources,human resources
2440,Heckert pdf txt,corporate,human resources
2441,Eungard pdf txt,regulatory,human resources
2442,Rozar Child Support pdf txt,human resources,human resources
2443,Rozar pdf txt,human resources,human resources
2444,Employment Eligibility Verification Form Simpson pdf txt,human resources,human resources
2445,Fetterman pdf txt,human resources,human resources
2446,Employment Eligibility Verification Form Rozar pdf txt,human resources,human resources
2447,Year end Inventory xlsx txt,sales and marketing,financial
2448,Transactions Account pdf txt,intellectual property,financial
2449,Year End Norton Balance Sheet pdf txt,financial,financial
2450,norton industries pdf txt,tax,financial
2451,Full Year Norton Working Capital xlsx txt,financial,financial
2452,account PNG txt,sales and marketing,financial
2453,Copy niebitdayrs pdf txt,financial,financial
2454,norton industries pdf txt,financial,financial
2455,Sales and Projections Copy pdf txt,financial,financial
2456,Norton Industries Financial Statements pdf txt,financial,financial
2457,accounts receivable Aging pdf txt,sales and marketing,financial
2458,Giben Sales Agreement pdf txt,contracts,financial
2459,key vendors and terms pdf txt,sales and marketing,financial
2460,Norton Monthly Accounting Checklist jpg txt,environmental,financial
2461,accounts payable Aging pdf txt,insurance,financial
2462,open orders reduction total xlsx txt,sales and marketing,financial
2463,Federal Return Norton Industries pdf txt,tax,financial
2464,Norton Ind Chuck EBITA Earnings before interest and taxes and amortization Worksheet pdf txt,environmental,financial
2465,sales rep not house with geography xlsx txt,sales and marketing,financial
2466,Year End Norton Pn L Profit and Loss pdf txt,financial,financial
2467,EBITDA Earnings before Interest Taxes Depreciation and Amortization Adj xlsx txt,tax,financial
2468,accounts payable pdf txt,financial,financial
2469,Income Statement pdf txt,financial,financial
2470,insurance thru pdf txt,insurance,insurance
2471,insurance thru pdf txt,insurance,insurance
2472,Workers Comp Workers compensation loss run pdf txt,insurance,insurance
2473,Warranty docx txt,legal,insurance
2474,Patent pdf txt,intellectual property,intellectual property
2475,notice infringement and resolution pdf txt,intellectual property,intellectual property
2476,pretenst trademark PDF txt,intellectual property,intellectual property
2477,Agreement pdf txt,intellectual property,intellectual property
2478,Infringment and resolution pdf txt,intellectual property,intellectual property
2479,looking forward looking trademark PDF txt,intellectual property,intellectual property
2480,Electro analytical Lab eval pdf txt,environmental,environmental
2481,EPA Environmental Protection Agency pdf txt,corporate,environmental
2482,SDS book locations contents docx txt,sales and marketing,environmental
2483,Closure reportenvironmental pdf txt,environmental,environmental
2484,Eval pdf txt,environmental,environmental
2485,second half due pdf txt,tax,tax
2486,second half due pdf txt,tax,tax
2487,first half due pdf txt,tax,tax
2488,second half due pdf txt,tax,tax
2489,first half due pdf txt,tax,tax
2490,first half due pdf txt,tax,tax
2491,first half due pdf txt,tax,tax
2492,second half due pdf txt,tax,tax
2493,first half due pdf txt,tax,tax
2494,EPA Environmental Protection Agency declaration minimis pdf txt,environmental,real estate
2495,EPA Environmental Protection Agency pdf txt,corporate,real estate
2496,DOC pdf txt,tax,real estate
2497,DOC pdf txt,contracts,real estate
2498,back flow sprinkler extinguishers pdf txt,environmental,real estate
2499,building operation expense pdf txt,insurance,real estate
2500,DOC pdf txt,contracts,real estate
2501,Stock Certificates pdf txt,corporate,corporate
2502,agent appointment august PDF txt,tax,corporate
2503,articles incorporation PDF txt,intellectual property,corporate
2504,Certain Teed Norton Round Questions xlsx txt,human resources,corporate
2505,management flow chart pdf txt,regulatory,corporate
2506,response Copy Certain Teed Norton Round Questions xlsx txt,human resources,corporate
2507,Shareholders meetings pdf txt,corporate,corporate
2508,Stock Consent pdf txt,corporate,corporate
2509,OSHA Occupational Safety and Health Act pdf txt,regulatory,operations
2510,CAPEX Capital Expenditure pdf txt,financial,operations
2511,building pdf txt,contracts,operations
2512,OSHA Occupational Safety and Health Act pdf txt txt,intellectual property,operations
2513,Norton Industries Inc Incorporated Safety and Health Improvements since docx txt,environmental,operations
2514,vendor list xlsx txt,sales and marketing,operations
2515,OSHA Occupational Safety and Health Act pdf txt,regulatory,operations
